subj,response,soa,hist
6,1,44,R
6,1,100,R
6,1,44,R
6,1,72,R
6,1,72,R
6,0,-44,R
6,1,72,R
6,1,72,R
6,0,-100,R
6,0,-100,R
6,0,-100,R
6,1,72,R
6,1,100,R
6,0,-100,R
6,0,-16,R
6,0,-44,R
6,0,-72,R
6,0,-16,R
6,1,100,R
6,0,-100,R
6,1,72,R
6,0,-16,R
6,1,72,R
6,1,-16,R
6,1,72,R
6,1,72,R
6,1,16,R
6,1,100,R
6,1,44,R
6,0,-100,R
6,0,-100,R
6,0,-72,R
6,0,-72,R
6,1,16,R
6,1,100,R
6,0,-100,R
6,0,-72,R
6,0,-100,R
6,0,-100,R
6,0,-100,R
6,0,-100,R
6,0,-44,R
6,0,16,R
6,0,-100,R
6,0,-100,R
6,0,-44,R
6,0,-16,R
7,0,16,R
7,0,16,R
7,0,-72,R
7,1,72,R
7,0,-16,R
7,0,100,R
7,0,-16,R
7,0,44,R
7,0,-16,R
7,1,44,R
7,0,-44,R
7,0,-72,R
7,0,-16,R
7,1,44,R
7,0,-100,R
7,0,-16,R
7,0,72,R
7,0,-16,R
7,1,44,R
7,1,100,R
7,0,-100,R
7,0,-72,R
7,1,44,R
7,0,16,R
7,1,16,R
7,1,100,R
7,0,16,R
7,0,-100,R
7,1,44,R
7,1,72,R
7,1,72,R
7,1,72,R
7,0,-72,R
7,1,100,R
7,0,-100,R
7,1,44,R
7,0,-100,R
7,0,-16,R
7,0,-72,R
7,0,-44,R
7,0,72,R
7,0,-44,R
7,0,100,R
7,1,100,R
7,0,-100,R
7,0,-44,R
7,0,-16,R
7,0,-44,R
7,0,44,R
7,0,-72,R
7,0,-16,R
7,1,100,R
7,1,72,R
7,0,-16,R
7,0,-16,R
7,1,100,R
7,1,16,R
7,0,-72,R
7,1,100,R
7,0,-16,R
7,0,72,R
7,0,-72,R
7,1,72,R
7,1,72,R
7,1,16,R
7,1,16,R
7,1,44,R
7,0,-100,R
7,1,72,R
7,1,-16,R
7,1,16,R
7,0,-72,R
7,1,72,R
7,1,44,R
7,1,72,R
7,1,72,R
7,0,-16,R
7,0,16,R
7,0,-16,R
7,0,-44,R
7,1,72,R
7,0,-100,R
7,1,100,R
7,1,44,R
7,1,-16,R
7,0,-100,R
7,1,16,R
7,0,100,R
7,0,-44,R
7,0,16,R
7,0,-16,R
7,0,16,R
7,1,100,R
7,0,-72,R
7,0,-100,R
7,0,-72,R
7,0,-100,R
7,1,-16,R
7,1,100,R
7,1,44,R
7,0,-72,R
7,1,100,R
7,0,-44,R
7,0,-44,R
7,0,-72,R
7,1,16,R
7,0,-72,R
7,0,-72,R
7,0,-44,R
7,1,72,R
7,0,-44,R
7,0,44,R
7,0,-72,R
7,1,72,R
7,0,-100,R
7,1,16,R
7,0,-44,R
7,0,-16,R
7,0,16,R
7,1,44,R
7,0,-100,R
7,0,-44,R
7,1,16,R
7,0,-44,R
7,0,16,R
7,0,-44,R
7,0,-72,R
7,0,-16,R
7,0,-44,R
7,1,72,R
7,1,44,R
7,0,-44,R
7,0,-72,R
7,1,16,R
7,0,-44,R
7,0,-72,R
7,0,-16,R
7,1,72,R
7,0,-100,R
7,0,44,R
7,0,-16,R
7,0,72,R
7,0,-72,R
7,0,-16,R
7,1,100,R
7,1,72,R
7,0,-44,R
7,1,72,R
7,0,-44,R
7,1,16,R
7,0,-72,R
7,1,100,R
7,0,-72,R
7,0,16,R
7,0,-44,R
7,0,-100,R
7,1,100,R
7,0,-100,R
7,1,100,R
7,1,72,R
7,1,72,R
7,1,100,R
7,0,-44,R
7,0,-16,R
7,0,-44,R
7,0,-44,R
7,0,-16,R
7,0,-44,R
7,1,44,R
7,1,-16,R
7,0,-72,R
7,0,-72,R
7,0,-44,R
7,0,-16,R
7,0,-100,R
7,1,72,R
7,1,100,R
7,1,-16,R
7,0,-72,R
7,0,-100,R
7,1,44,R
7,0,-72,R
7,0,-44,R
7,0,-16,R
7,0,-100,R
7,0,-44,R
7,0,-72,R
7,1,72,R
7,0,-16,R
7,1,16,R
7,1,72,R
7,0,-72,R
7,0,-72,R
7,0,-44,R
7,1,100,R
7,1,44,R
7,1,100,R
7,1,100,R
7,1,72,R
7,0,-100,R
7,0,-72,R
7,1,72,R
7,1,-16,R
7,0,-100,R
7,0,-44,R
7,1,16,R
7,1,44,R
7,1,100,R
7,1,72,R
7,1,16,R
7,0,-16,R
7,0,-72,R
7,0,-72,R
7,1,44,R
7,0,-72,R
7,1,44,R
7,1,100,R
7,0,-72,R
7,0,-72,R
7,1,16,R
7,1,72,R
7,1,44,R
7,1,72,R
7,1,-16,R
7,0,-16,R
7,1,100,R
7,1,44,R
7,0,-44,R
7,0,-72,R
7,0,-72,R
7,0,-100,R
7,0,-44,R
7,0,-72,R
7,1,100,R
7,1,16,R
7,1,-16,R
7,0,-100,R
7,1,44,R
7,1,100,R
7,0,-16,R
7,1,-16,R
7,1,16,R
7,0,-44,R
7,1,44,R
7,1,16,R
7,1,44,R
7,1,16,R
7,1,100,R
7,1,16,R
7,1,-16,R
7,0,44,R
7,1,72,R
7,1,16,R
7,0,-16,R
7,1,100,R
7,1,100,R
7,1,16,R
7,1,16,R
7,0,-44,R
7,0,16,R
7,0,-44,R
7,1,100,R
7,0,-100,R
7,0,-72,R
7,1,72,R
7,1,100,R
7,1,100,R
7,1,16,R
7,1,16,R
7,0,-72,R
7,0,-44,R
7,0,-72,R
7,0,-16,R
7,1,16,R
7,1,72,R
7,1,44,R
7,1,16,R
7,1,16,R
7,1,72,R
7,1,-44,R
7,1,100,R
7,1,100,R
7,1,72,R
7,0,-44,R
7,0,-16,R
7,0,-100,R
7,1,-16,R
7,0,-72,R
7,1,16,R
7,1,-16,R
7,0,16,R
7,0,-16,R
7,1,72,R
7,1,44,R
7,0,-72,R
7,1,100,R
7,1,16,R
7,1,44,R
7,0,-44,R
7,1,100,R
8,1,100,R
8,0,-72,R
8,0,-44,R
8,1,44,R
8,0,-72,R
8,1,-16,R
8,1,-100,R
8,0,-16,R
8,0,-100,R
8,1,-16,R
8,1,100,R
8,0,-100,R
8,1,44,R
8,1,100,R
8,0,-72,R
8,0,-100,R
8,1,16,R
8,1,100,R
8,0,44,R
8,0,-72,R
8,1,16,R
8,0,-72,R
8,0,-100,R
8,1,100,R
8,0,-72,R
8,1,100,R
8,0,-100,R
8,0,-100,R
8,0,-100,R
8,0,-72,R
8,0,-100,R
8,1,72,R
8,0,-44,R
8,1,-16,R
8,0,-16,R
8,0,16,R
8,1,44,R
8,0,-100,R
8,0,-100,R
8,0,-100,R
8,0,-16,R
8,1,44,R
8,1,72,R
8,0,-16,R
8,0,-100,R
8,0,-72,R
8,1,44,R
8,1,72,R
8,1,44,R
8,1,100,R
8,1,72,R
8,1,16,R
8,0,-100,R
8,1,44,R
8,0,-72,R
8,1,44,R
8,1,72,R
8,1,44,R
8,1,44,R
8,1,100,R
8,0,-44,R
8,1,72,R
8,0,-44,R
8,0,-72,R
8,1,16,R
8,1,100,R
8,0,16,R
8,1,16,R
8,0,-16,R
8,1,44,R
8,0,-100,R
8,1,44,R
8,1,100,R
8,1,72,R
8,0,16,R
8,1,-16,R
8,1,100,R
8,1,-16,R
8,1,100,R
8,0,-100,R
8,1,100,R
8,1,100,R
8,1,44,R
8,0,-72,R
8,1,16,R
8,1,44,R
8,1,-72,R
8,0,-16,R
8,1,100,R
8,1,44,R
8,0,100,R
8,1,16,R
8,1,100,R
8,1,16,R
8,1,44,R
8,0,-44,R
8,1,72,R
8,1,-44,R
8,0,-44,R
8,0,72,R
8,1,100,R
8,1,-16,R
8,0,-16,R
8,0,-100,R
8,1,44,R
8,1,72,R
8,0,-44,R
8,0,-16,R
8,1,-72,R
8,0,-16,R
8,0,-72,R
8,0,-16,R
8,1,72,R
8,0,-16,R
8,1,100,R
8,1,-16,R
8,0,-16,R
8,0,72,R
8,0,100,R
8,0,44,R
8,0,-44,R
8,0,-16,R
8,0,-100,R
8,0,-16,R
8,0,-100,R
8,1,72,R
8,1,72,R
8,1,44,R
8,0,-44,R
8,0,-100,R
8,0,-44,R
8,0,-100,R
8,0,-72,R
8,1,72,R
8,0,-100,R
8,1,72,R
8,0,-100,R
8,0,-72,R
8,1,100,R
8,0,72,R
8,0,16,R
8,0,-100,R
8,0,16,R
8,0,-100,R
8,1,100,R
8,0,-72,R
8,0,-16,R
8,1,44,R
8,1,100,R
8,1,100,R
8,1,16,R
8,1,100,R
8,1,72,R
8,1,100,R
8,0,-72,R
8,1,100,R
8,0,16,R
8,1,100,R
8,0,-44,R
8,1,-16,R
8,0,-72,R
8,0,-16,R
8,1,16,R
8,1,100,R
8,1,-44,R
8,1,44,R
8,1,-16,R
8,0,-44,R
8,0,44,R
8,1,-44,R
8,0,-100,R
8,0,-44,R
8,1,16,R
8,1,16,R
8,1,72,R
8,0,-72,R
8,0,16,R
8,0,16,R
8,0,-100,R
8,0,-16,R
8,1,72,R
8,1,100,R
8,0,-16,R
8,1,16,R
8,1,100,R
8,1,44,R
8,0,-100,R
8,0,-100,R
8,1,-16,R
8,1,44,R
8,1,-100,R
8,0,-72,R
8,0,-72,R
8,1,-16,R
8,0,-44,R
8,0,-72,R
8,1,44,R
8,1,44,R
8,0,-100,R
8,1,44,R
8,1,16,R
8,1,44,R
8,1,100,R
8,0,-72,R
8,0,-100,R
8,1,16,R
8,1,72,R
8,0,-72,R
8,1,72,R
8,1,-16,R
8,0,-100,R
8,1,72,R
8,1,100,R
8,0,-16,R
8,1,72,R
8,1,100,R
8,0,-16,R
8,0,-100,R
8,0,16,R
8,0,-16,R
8,0,-100,R
8,0,-16,R
8,1,44,R
8,0,-72,R
8,1,72,R
8,1,44,R
8,0,-100,R
8,0,-100,R
8,1,72,R
8,1,-16,R
8,1,72,R
8,0,-72,R
8,1,-16,R
8,1,44,R
8,1,-44,R
8,0,-100,R
8,1,72,R
8,0,-72,R
8,0,-16,R
8,0,-72,R
8,1,16,R
8,0,-100,R
8,0,-44,R
8,1,72,R
8,0,-72,R
8,0,-100,R
8,1,16,R
8,1,16,R
8,0,-100,R
8,1,72,R
8,1,72,R
8,1,-44,R
8,0,-72,R
8,0,-44,R
8,0,-100,R
8,1,72,R
8,1,-16,R
8,1,72,R
8,1,16,R
8,0,-100,R
8,0,-100,R
8,0,-100,R
8,1,100,R
8,0,-44,R
8,0,-100,R
8,1,-16,R
8,1,72,R
8,0,-44,R
8,1,44,R
8,1,-44,R
8,0,-72,R
8,0,-100,R
8,0,-16,R
8,0,-72,R
8,1,100,R
8,1,16,R
8,1,16,R
8,1,72,R
8,1,16,R
8,1,44,R
8,0,-72,R
8,0,-16,R
8,1,16,R
8,1,72,R
8,1,-16,R
8,0,-72,R
8,1,16,R
8,0,-16,R
8,1,100,R
8,1,72,R
8,1,100,R
8,1,16,R
8,0,-100,R
8,1,100,R
8,0,-44,R
8,1,44,R
8,1,16,R
8,0,72,R
8,1,16,R
8,0,-44,R
8,0,-100,R
8,0,-44,R
8,1,16,R
8,0,-16,R
8,0,-16,R
8,1,-16,R
8,0,-72,R
8,0,-100,R
8,1,100,R
8,1,72,R
8,1,72,R
8,0,-44,R
8,0,-16,R
8,1,72,R
9,1,44,R
9,1,44,R
9,0,-100,R
9,1,72,R
9,1,16,R
9,0,-100,R
9,1,-16,R
9,0,-100,R
9,0,-44,R
9,1,44,R
9,0,-44,R
9,1,72,R
9,1,16,R
9,1,100,R
9,0,-100,R
9,1,72,R
9,1,16,R
9,0,-72,R
9,0,-72,R
9,0,-16,R
9,0,-16,R
9,0,-100,R
9,1,72,R
9,0,16,R
9,0,-100,R
9,0,-72,R
9,1,16,R
9,1,100,R
9,1,-16,R
9,1,-16,R
9,0,-72,R
9,1,44,R
9,1,100,R
9,0,-72,R
9,0,16,R
9,1,44,R
9,0,16,R
9,0,-72,R
9,1,100,R
9,1,16,R
9,0,-44,R
9,1,72,R
9,0,-72,R
9,0,-44,R
9,0,-100,R
9,1,44,R
9,0,-44,R
9,0,-44,R
9,0,-100,R
9,0,-72,R
9,0,-72,R
9,1,100,R
9,0,-44,R
9,1,72,R
9,0,-100,R
9,1,72,R
9,0,44,R
9,1,72,R
9,1,16,R
9,1,100,R
9,0,-44,R
9,1,72,R
9,1,-16,R
9,1,72,R
9,0,-72,R
9,0,-100,R
9,1,100,R
9,1,72,R
9,1,100,R
9,0,-100,R
9,0,-100,R
9,1,44,R
9,1,-44,R
9,0,-44,R
9,0,-72,R
9,1,72,R
9,0,-72,R
9,1,72,R
9,0,-100,R
9,1,100,R
9,1,16,R
9,0,-72,R
9,1,16,R
9,1,72,R
9,0,-72,R
9,1,44,R
9,0,-72,R
9,0,-44,R
9,0,-100,R
9,0,-72,R
9,1,44,R
9,0,-72,R
9,0,-72,R
9,0,-44,R
9,1,100,R
9,1,100,R
9,1,44,R
9,1,-16,R
9,0,-100,R
9,1,44,R
9,0,-100,R
9,0,-72,R
9,1,72,R
9,0,-44,R
9,0,-44,R
9,1,-16,R
9,0,-44,R
9,0,16,R
9,0,-100,R
9,0,-16,R
9,1,72,R
9,0,-100,R
9,0,-72,R
9,1,72,R
9,1,72,R
9,1,100,R
9,0,-16,R
9,0,-72,R
9,0,-100,R
9,0,-44,R
9,0,-44,R
9,0,16,R
9,0,-44,R
9,0,-16,R
9,0,-100,R
9,0,-44,R
9,0,-16,R
9,1,72,R
9,1,100,R
9,1,-16,R
9,0,-100,R
9,0,-72,R
9,1,72,R
9,1,44,R
9,1,100,R
9,1,44,R
9,1,44,R
9,0,-72,R
9,0,16,R
9,1,-44,R
9,0,-44,R
9,1,16,R
9,1,72,R
9,1,44,R
9,0,-100,R
9,1,16,R
9,0,-100,R
9,0,-44,R
9,1,100,R
9,0,-100,R
9,1,72,R
9,0,-16,R
9,1,16,R
9,0,-16,R
9,1,100,R
9,1,44,R
9,1,44,R
9,1,100,R
9,0,-100,R
9,1,16,R
9,1,72,R
9,1,100,R
9,0,-16,R
9,0,-100,R
9,1,72,R
9,1,72,R
9,0,-16,R
9,0,-100,R
9,0,-72,R
9,1,72,R
9,1,100,R
9,0,-44,R
9,0,-16,R
9,0,-100,R
9,0,16,R
9,1,100,R
9,0,-44,R
9,1,16,R
9,0,-72,R
9,0,-16,R
9,0,-72,R
9,0,16,R
9,0,-100,R
9,0,-44,R
9,0,16,R
9,0,72,R
9,1,100,R
9,1,100,R
9,1,44,R
9,0,-16,R
9,1,-16,R
9,0,16,R
9,1,72,R
9,1,100,R
9,1,72,R
9,0,-16,R
9,0,-44,R
9,0,-100,R
9,1,72,R
9,0,-44,R
9,0,-44,R
9,0,44,R
9,0,-100,R
9,1,100,R
9,1,100,R
9,1,16,R
9,0,-16,R
9,1,16,R
9,1,-100,R
9,1,-16,R
9,1,44,R
9,1,-16,R
9,1,16,R
9,0,-72,R
9,1,100,R
9,0,-16,R
9,1,44,R
9,1,100,R
9,1,100,R
9,1,44,R
9,1,44,R
9,0,-72,R
9,1,44,R
9,0,-16,R
9,0,-16,R
9,0,-100,R
9,0,-100,R
9,0,-100,R
9,0,-16,R
9,0,-44,R
9,0,-100,R
9,0,-100,R
9,0,-44,R
9,0,-72,R
9,1,72,R
9,0,-72,R
9,0,-16,R
9,1,72,R
9,1,100,R
9,1,44,R
9,1,100,R
9,0,-44,R
9,1,100,R
9,0,-72,R
9,0,-72,R
9,1,44,R
9,1,72,R
9,0,-100,R
9,0,44,R
9,1,72,R
9,1,44,R
9,0,-100,R
9,0,-100,R
9,0,-100,R
9,0,16,R
9,0,-100,R
9,0,-16,R
9,0,16,R
9,1,100,R
9,1,100,R
9,1,44,R
9,1,-16,R
9,0,-44,R
9,0,-44,R
9,0,44,R
9,0,-44,R
9,0,-44,R
9,1,16,R
9,1,44,R
9,1,16,R
9,1,44,R
9,1,100,R
9,1,-44,R
9,0,-44,R
9,0,16,R
9,0,-44,R
9,0,16,R
9,1,16,R
9,1,16,R
9,1,16,R
9,1,16,R
9,1,-44,R
9,1,16,R
9,0,-72,R
9,0,-16,R
9,0,72,R
9,0,16,R
9,0,-44,R
9,0,-100,R
9,0,16,R
9,0,-72,R
9,0,-16,R
9,0,-100,R
9,0,-100,R
9,0,-44,R
9,0,-44,R
9,0,-72,R
9,0,-16,R
9,0,-100,R
9,0,44,R
9,1,100,R
9,1,100,R
9,0,-44,R
9,1,72,R
9,1,44,R
9,1,72,R
10,0,-100,R
10,1,44,R
10,0,-72,R
10,0,-16,R
10,0,44,R
10,1,72,R
10,1,72,R
10,0,-100,R
10,1,100,R
10,1,-16,R
10,0,-100,R
10,0,-100,R
10,0,-100,R
10,1,72,R
10,0,-44,R
10,1,44,R
10,1,-16,R
10,1,72,R
10,1,100,R
10,1,-16,R
10,1,16,R
10,1,100,R
10,1,100,R
10,1,16,R
10,1,100,R
10,1,16,R
10,0,-16,R
10,0,-44,R
10,0,-100,R
10,0,-44,R
10,1,72,R
10,0,-100,R
10,1,44,R
10,1,72,R
10,1,72,R
10,1,72,R
10,1,72,R
10,1,16,R
10,1,44,R
10,1,16,R
10,0,-100,R
10,0,-44,R
10,1,44,R
10,1,100,R
10,1,100,R
10,1,16,R
10,0,-72,R
10,0,-44,R
10,0,-16,R
10,0,16,R
10,1,44,R
10,1,100,R
10,1,44,R
10,1,44,R
10,0,-16,R
10,1,-72,R
10,0,-16,R
10,1,16,R
10,1,44,R
10,1,100,R
10,1,100,R
10,1,100,R
10,1,100,R
10,0,-44,R
10,1,16,R
10,0,-44,R
10,0,-16,R
10,0,-100,R
10,1,100,R
10,0,-44,R
10,1,44,R
10,0,-100,R
10,1,100,R
10,0,-72,R
10,1,44,R
10,0,16,R
10,1,44,R
10,1,16,R
10,0,-100,R
10,0,-44,R
10,0,-100,R
10,0,-16,R
10,1,100,R
10,0,100,R
10,0,-16,R
10,1,44,R
10,1,72,R
10,1,100,R
10,0,-44,R
10,0,-16,R
10,1,44,R
10,1,100,R
10,0,-44,R
10,1,100,R
10,0,-16,R
10,0,-16,R
10,1,16,R
10,0,-72,R
10,0,-16,R
10,1,16,R
10,1,100,R
10,0,-16,R
10,0,-16,R
10,0,-72,R
10,1,-44,R
10,0,-16,R
10,1,16,R
10,0,-72,R
10,1,72,R
10,1,44,R
10,1,-72,R
10,1,72,R
10,0,-16,R
10,0,-100,R
10,1,44,R
10,0,16,R
10,0,-72,R
10,0,-44,R
10,1,16,R
10,0,-72,R
10,0,-100,R
10,1,16,R
10,0,-44,R
10,0,-72,R
10,0,16,R
10,1,-16,R
10,1,100,R
10,0,-16,R
10,1,-44,R
10,1,72,R
10,0,-16,R
10,1,44,R
10,1,44,R
10,1,16,R
10,1,72,R
10,1,16,R
10,1,16,R
10,0,-16,R
10,1,16,R
10,0,-72,R
10,1,100,R
10,1,72,R
10,1,-16,R
10,0,-72,R
10,0,-44,R
10,1,44,R
10,1,44,R
10,0,-100,R
10,0,-16,R
10,1,44,R
10,0,-16,R
10,0,-72,R
10,0,-44,R
10,1,100,R
10,0,-44,R
10,0,-72,R
10,1,44,R
10,1,44,R
10,0,-72,R
10,1,72,R
10,1,100,R
10,1,72,R
10,1,100,R
10,1,-100,R
10,1,44,R
10,0,-100,R
10,1,44,R
10,0,-44,R
10,0,-44,R
10,1,44,R
10,1,44,R
10,1,100,R
10,0,-44,R
10,1,44,R
10,0,-100,R
10,0,-16,R
10,0,-16,R
10,1,16,R
10,0,-100,R
10,0,-72,R
10,1,100,R
10,1,-72,R
10,1,72,R
10,1,100,R
10,1,44,R
10,1,16,R
10,0,-44,R
10,0,-16,R
10,1,100,R
10,1,-72,R
10,0,-44,R
10,1,16,R
10,0,-72,R
10,1,16,R
10,1,72,R
10,1,100,R
10,0,-44,R
10,1,44,R
10,1,72,R
10,1,-16,R
10,0,-72,R
10,1,16,R
10,1,-44,R
10,1,44,R
10,0,-44,R
10,1,100,R
10,1,44,R
10,0,-72,R
10,0,-100,R
10,0,-16,R
10,1,-16,R
10,1,-16,R
10,1,-16,R
10,1,-16,R
10,0,-100,R
10,0,-16,R
10,1,100,R
10,0,16,R
10,1,44,R
10,0,-72,R
10,1,16,R
10,1,72,R
10,0,-72,R
10,1,100,R
10,1,44,R
10,1,16,R
10,0,-100,R
10,1,72,R
10,1,100,R
10,1,72,R
10,1,44,R
10,1,16,R
10,1,16,R
10,0,-100,R
10,0,-72,R
10,1,72,R
10,1,44,R
10,1,-16,R
10,1,-16,R
10,0,-44,R
10,0,-16,R
10,1,100,R
10,1,100,R
10,1,72,R
10,1,72,R
10,1,44,R
10,0,-72,R
10,1,72,R
10,1,44,R
10,1,16,R
10,1,100,R
10,0,-72,R
10,1,100,R
10,0,-16,R
10,1,100,R
10,1,72,R
10,0,-100,R
10,1,100,R
10,1,16,R
10,0,-100,R
10,1,44,R
10,1,72,R
10,1,72,R
10,1,44,R
10,0,-72,R
10,1,72,R
10,0,-72,R
10,1,100,R
10,1,44,R
10,1,100,R
10,0,-72,R
10,0,-100,R
10,0,-44,R
10,1,72,R
10,0,-72,R
10,0,-100,R
10,0,-16,R
10,1,16,R
10,1,-16,R
10,0,-16,R
10,1,100,R
10,1,44,R
10,1,72,R
10,1,16,R
10,1,72,R
10,0,-44,R
10,0,-44,R
10,0,-72,R
10,0,-72,R
10,0,-72,R
10,0,-44,R
10,0,-44,R
10,0,-44,R
10,0,-44,R
10,1,100,R
10,0,-100,R
10,0,-16,R
10,1,44,R
10,0,-16,R
10,0,-72,R
10,1,100,R
10,1,72,R
10,1,16,R
10,1,72,R
10,1,72,R
10,0,-16,R
10,1,72,R
10,1,72,R
10,1,72,R
10,0,-72,R
10,0,-44,R
11,1,16,R
11,1,100,R
11,0,-44,R
11,0,-72,R
11,0,-100,R
11,0,-72,R
11,1,44,R
11,0,-72,R
11,0,-16,R
11,0,-16,R
11,1,100,R
11,1,72,R
11,0,-72,R
11,1,16,R
11,0,-72,R
11,1,44,R
11,1,44,R
11,1,72,R
11,0,-72,R
11,0,-100,R
11,0,-72,R
11,1,44,R
11,1,100,R
11,0,44,R
11,1,-16,R
11,0,-100,R
11,0,-16,R
11,1,44,R
11,1,100,R
11,0,-100,R
11,0,-100,R
11,0,-44,R
11,1,100,R
11,0,-100,R
11,0,-100,R
11,0,-100,R
11,0,-100,R
11,0,-100,R
11,1,44,R
11,1,72,R
11,1,16,R
11,0,-44,R
11,1,72,R
11,1,44,R
11,0,-100,R
11,1,100,R
11,0,-44,R
11,1,72,R
11,0,-100,R
11,1,100,R
11,1,100,R
11,0,-72,R
11,1,44,R
11,1,44,R
11,1,-16,R
11,1,44,R
11,1,72,R
11,1,44,R
11,0,-100,R
11,0,-72,R
11,1,-44,R
11,1,100,R
11,0,-100,R
11,1,44,R
11,1,44,R
11,0,-72,R
11,1,72,R
11,1,72,R
11,0,100,R
11,0,-72,R
11,0,-16,R
11,0,-16,R
11,1,72,R
11,1,100,R
11,1,44,R
11,1,100,R
11,1,-16,R
11,0,-72,R
11,1,72,R
11,0,-44,R
11,0,-100,R
11,0,-100,R
11,1,72,R
11,1,16,R
11,1,100,R
11,0,-72,R
11,0,-100,R
11,1,100,R
11,0,-44,R
11,1,44,R
11,1,44,R
11,0,-100,R
11,0,-100,R
11,0,-44,R
11,0,-16,R
11,0,-72,R
11,1,72,R
11,1,100,R
11,1,100,R
11,0,-100,R
11,1,100,R
11,1,100,R
11,0,-100,R
11,0,-16,R
11,0,-44,R
11,0,-100,R
11,1,44,R
11,0,-44,R
11,0,-44,R
11,1,16,R
11,1,100,R
11,1,72,R
11,0,-44,R
11,0,-72,R
11,1,16,R
11,0,-100,R
11,0,-16,R
11,0,44,R
11,1,44,R
11,1,72,R
11,0,-100,R
11,0,-100,R
11,1,44,R
11,0,-72,R
11,0,-100,R
11,0,-72,R
11,1,72,R
11,1,44,R
11,0,-72,R
11,0,-44,R
11,1,16,R
11,1,72,R
11,1,44,R
11,1,44,R
11,0,-72,R
11,1,100,R
11,1,-72,R
11,1,44,R
11,0,-44,R
11,0,16,R
11,1,16,R
11,0,-100,R
11,0,-72,R
11,0,16,R
11,1,72,R
11,1,-16,R
11,0,-72,R
11,1,16,R
11,0,16,R
11,0,-44,R
11,0,-72,R
11,1,72,R
11,0,-100,R
11,0,-100,R
11,0,-100,R
11,0,-44,R
11,0,-72,R
11,0,-16,R
11,0,-44,R
11,0,-44,R
11,0,-16,R
11,1,100,R
11,0,-72,R
11,1,44,R
11,0,44,R
11,1,44,R
11,1,16,R
11,0,-44,R
11,1,100,R
11,0,-100,R
11,1,44,R
11,0,-72,R
11,0,-44,R
11,0,-72,R
11,1,44,R
11,1,44,R
11,0,-100,R
11,1,72,R
11,0,-72,R
11,0,-100,R
11,1,44,R
11,1,100,R
11,0,-44,R
11,0,-100,R
11,0,-44,R
11,0,-44,R
11,1,100,R
11,1,100,R
11,0,-100,R
11,1,100,R
11,1,72,R
11,0,-44,R
11,1,72,R
11,0,-100,R
11,1,44,R
11,0,-72,R
11,1,-44,R
11,1,16,R
11,0,-44,R
11,1,44,R
11,0,-16,R
11,1,16,R
11,0,-16,R
11,1,16,R
11,1,100,R
11,0,-44,R
11,0,44,R
11,0,-100,R
11,1,44,R
11,0,-100,R
11,1,44,R
11,0,16,R
11,0,-44,R
11,1,-72,R
11,0,-100,R
11,0,-72,R
11,0,-100,R
11,0,-44,R
11,0,16,R
11,1,44,R
11,1,100,R
11,0,-100,R
11,0,44,R
11,0,-100,R
11,1,16,R
11,0,-72,R
11,1,16,R
11,1,100,R
11,1,44,R
11,1,16,R
11,1,16,R
11,1,100,R
11,1,44,R
11,0,-72,R
11,0,-16,R
11,0,-100,R
11,0,-44,R
11,0,-16,R
11,1,72,R
11,1,72,R
11,1,100,R
11,1,72,R
11,0,-16,R
11,0,-16,R
11,0,-16,R
11,1,72,R
11,0,-16,R
11,1,16,R
11,1,72,R
11,1,16,R
11,1,16,R
11,0,-44,R
11,0,-100,R
11,0,-72,R
11,1,16,R
11,1,16,R
11,0,-100,R
11,1,100,R
11,1,72,R
11,1,44,R
11,1,-16,R
11,0,-72,R
11,1,100,R
11,0,-16,R
11,0,-72,R
11,0,-100,R
11,0,-44,R
11,0,-100,R
11,0,-16,R
11,1,72,R
11,0,-72,R
11,1,44,R
11,0,-44,R
11,0,-100,R
11,0,-16,R
11,1,44,R
11,0,-72,R
11,1,-16,R
11,1,100,R
11,1,100,R
11,0,-72,R
11,1,16,R
11,1,-16,R
11,0,-16,R
11,0,-16,R
11,0,-44,R
11,0,-16,R
11,1,44,R
11,1,16,R
11,1,16,R
11,1,100,R
11,1,100,R
11,0,-44,R
11,0,-16,R
11,1,16,R
11,1,-16,R
11,1,-44,R
11,0,-72,R
11,0,-44,R
11,0,-72,R
11,0,-72,R
11,1,100,R
12,0,-100,R
12,0,-100,R
12,0,-44,R
12,0,-72,R
12,0,-16,R
12,0,-44,R
12,0,-44,R
12,0,-16,R
12,1,100,R
12,0,-72,R
12,1,44,R
12,0,44,R
12,1,44,R
12,1,16,R
12,0,-44,R
12,1,100,R
12,0,-100,R
12,1,44,R
12,0,-72,R
12,0,-44,R
12,0,-72,R
12,1,44,R
12,1,44,R
12,0,-100,R
12,1,72,R
12,0,-72,R
12,0,-100,R
12,1,44,R
12,1,100,R
12,0,-44,R
12,0,-100,R
12,0,-44,R
12,0,-44,R
12,0,100,R
12,0,100,R
12,0,-100,R
12,1,100,R
12,1,72,R
12,0,-44,R
12,1,72,R
12,0,-100,R
12,0,44,R
12,0,-72,R
12,0,-44,R
12,1,16,R
12,0,-44,R
12,0,44,R
12,0,-16,R
12,0,16,R
12,1,100,R
12,0,-44,R
12,1,44,R
12,0,-100,R
12,1,44,R
12,0,-100,R
12,1,44,R
12,1,16,R
12,0,-44,R
12,0,-72,R
12,0,-100,R
12,0,-72,R
12,0,-100,R
12,0,-44,R
